brand,model,url,category,source,sourceType,sourceId
LINSAY®,,https://www.target.com/p/linsay-174-7-hd-quad-core-android-tablet-with-pink-keyboard-case/-/A-51062768,Android Tablets,Target,retailer,2
LINSAY®,,https://www.target.com/p/linsay-174-7-hd-quad-core-android-tablet-with-keyboard-case-black/-/A-16634976,Android Tablets,Target,retailer,2
LINSAY®,,https://www.target.com/p/linsay-174-7-quad-core-1024x600-hd-1gb-ram-android-tablet/-/A-15679341,Android Tablets,Target,retailer,2
LINSAY®,,https://www.target.com/p/linsay-174-7-hd-tab-quad-core-android-tablet-dual-camera/-/A-15679346,Android Tablets,Target,retailer,2
LINSAY®,,https://www.target.com/p/linsay-174-10-1-1024x600-hd-quad-core-16gb-internal-memory-android-tablet/-/A-16634972,Android Tablets,Target,retailer,2
Samsung,,https://www.target.com/p/samsung-galaxy-tab-s3-9-7-tablet-wi-fi-with-s-pen-black-32gb/-/A-52360753,Android Tablets,Target,retailer,2
Visual,,https://www.target.com/p/visual-land-prestige-pro-9-dual-core-8gb-android-4-2-jelly-bean-tablet/-/A-14911344?preselect=14911342#lnk=sametab,Android Tablets,Target,retailer,2
LINSAY®,,https://www.target.com/p/linsay-174-7-hd-quad-core-dual-camera-android-tablet/-/A-16634973,Android Tablets,Target,retailer,2
Visual,,https://www.target.com/p/visual-land-prestige-7-7-tablet-with-google-play-8gb/-/A-14598884?preselect=14592113#lnk=sametab,Android Tablets,Target,retailer,2
Samsung,,https://www.target.com/p/samsung-galaxy-9-7-tablet-wi-fi-with-s-pen-silver-32gb/-/A-52360754,Android Tablets,Target,retailer,2
Samsung,,https://www.target.com/p/samsung-galaxy-tab-a-8-tablet-wi-fi-black-32gb/-/A-53069983?preselect=53069983#lnk=sametab,Android Tablets,Target,retailer,2
Linsay,,https://www.target.com/p/linsay-7-8gb-android-tablet-bundle-with-protective-case/-/A-53304438?preselect=52324326#lnk=sametab,Android Tablets,Target,retailer,2
Prestige,,https://www.target.com/p/prestige-elite-8qs-8-quad-core-slim-tablet-with-ips-screen/-/A-16745666?preselect=16712369#lnk=sametab,Android Tablets,Target,retailer,2
LINSAY®,,https://www.target.com/p/linsay-174-7-kids-funny-tablet-1024x00-hd-quad-core-bundle-with-yellow-kids-defender-case/-/A-15859604,Android Tablets,Target,retailer,2
Samsung,,https://www.target.com/p/samsung-galaxy-tab-a-10-1-tablet-wi-fi-white-16gb/-/A-50790686,Android Tablets,Target,retailer,2
RCA,,https://www.target.com/p/rca-7-inch-android-tablet-with-keyboard-case-black/-/A-49166829,Android Tablets,Target,retailer,2
Visual,,https://www.target.com/p/visual-land-174-prestige-elite-153-8-quad-core-slim-tablet-with-wallet-case/-/A-16967979?preselect=16981414#lnk=sametab,Android Tablets,Target,retailer,2
Prestige,,https://www.target.com/p/prestige-elite-9q-9-quadcore-16gb-kitkat-4-4-android-tablet-with-keyboard-case-wifi-bluetooth-2mp-camera-1024x600-touchscreen/-/A-16712382,Android Tablets,Target,retailer,2
Visual,,https://www.target.com/p/visual-land-prestige-elite-7q-quad-core-8gb-android-internet-tablet-with-google-play/-/A-15678553?preselect=15655084#lnk=sametab,Android Tablets,Target,retailer,2
